participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.random_treatment_ids,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.participation_fee,session.params,informed_consent.1.player.id_in_group,informed_consent.1.player.role,informed_consent.1.player.payoff,informed_consent.1.player.consent_given,informed_consent.1.group.id_in_subsession,informed_consent.1.subsession.round_number,demographics.1.player.id_in_group,demographics.1.player.role,demographics.1.player.payoff,demographics.1.player.age,demographics.1.player.gender,demographics.1.player.highest_education,demographics.1.player.country,demographics.1.player.workexperience,demographics.1.group.id_in_subsession,demographics.1.subsession.round_number,instructions_trust.1.player.id_in_group,instructions_trust.1.player.role,instructions_trust.1.player.payoff,instructions_trust.1.player.instruction_q1,instructions_trust.1.player.instruction_q2,instructions_trust.1.player.instruction_q3,instructions_trust.1.player.instruction_q4,instructions_trust.1.group.id_in_subsession,instructions_trust.1.subsession.round_number,trust.1.player.id_in_group,trust.1.player.role,trust.1.player.payoff,trust.1.player.control,trust.1.group.id_in_subsession,trust.1.group.minimum_amount,trust.1.group.chosen_effort,trust.1.group.chosen_effort_min5,trust.1.group.chosen_effort_min10,trust.1.group.chosen_effort_min20,trust.1.subsession.round_number,feedback.1.player.id_in_group,feedback.1.player.role,feedback.1.player.payoff,feedback.1.player.feedback_text,feedback.1.group.id_in_subsession,feedback.1.subsession.round_number,payment_info.1.player.id_in_group,payment_info.1.player.role,payment_info.1.player.payoff,payment_info.1.group.id_in_subsession,payment_info.1.subsession.round_number,instructions_demo.1.player.id_in_group,instructions_demo.1.player.role,instructions_demo.1.player.payoff,instructions_demo.1.player.instruction_q1,instructions_demo.1.player.instruction_q2,instructions_demo.1.player.instruction_q3,instructions_demo.1.group.id_in_subsession,instructions_demo.1.subsession.round_number,sliders.1.player.id_in_group,sliders.1.player.role,sliders.1.player.payoff,sliders.1.player.iteration,sliders.1.player.num_correct,sliders.1.player.control,sliders.1.group.id_in_subsession,sliders.1.group.minimum_amount,sliders.1.group.chosen_effort,sliders.1.subsession.round_number,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.item1control,survey.1.player.item1trust,survey.1.player.item1autocontrol,survey.1.player.item1monitoring,survey.1.player.item2control,survey.1.player.item2trust,survey.1.player.item2autocontrol,survey.1.player.item2monitoring,survey.1.player.item3control,survey.1.player.item3trust,survey.1.player.item3autocontrol,survey.1.player.item3monitoring,survey.1.player.item4trust,survey.1.player.item4control,survey.1.player.item4autocontrol,survey.1.player.item4monitoring,survey.1.player.item5trust,survey.1.player.item5control,survey.1.player.item5autocontrol,survey.1.player.item5monitoring,survey.1.group.id_in_subsession,survey.1.subsession.round_number
112,fk2pr5jp,,0,13,13,payment_info,PaymentInfo,37:57.5,1,,,78,,mrg9wqem,,,,,104,trust,0.01,0.25,,112,,0,1,1,1,112,,0,45-54,Other,Prefer not to say,Iceland,8,1,1,112,,0,No,No,22,80,1,1,2,,78,20,56,Yes,21,,,21,1,112,,0,,1,1,112,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,uz1xm6oj,,0,13,13,payment_info,PaymentInfo,37:59.5,1,,,26,,mrg9wqem,,,,,105,trust,0.01,0.25,,113,,0,1,1,1,113,,0,Prefer not to say,Prefer not to say,High School or lower,Portugal,4,1,1,113,,0,No,No,22,80,1,1,1,,26,5,57,No,13,6,,,1,113,,0,,1,1,113,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,nt9jt0zz,,0,13,13,payment_info,PaymentInfo,38:57.5,1,,,94,,mrg9wqem,,,,,106,trust,0.01,0.25,,114,,0,1,1,1,114,,0,35-44,Female,Prefer not to say,Togo,1,1,1,114,,0,No,No,22,80,1,1,2,,94,5,57,Yes,13,6,,,1,114,,0,,1,1,114,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ec1xz0eu,,0,13,13,payment_info,PaymentInfo,38:59.5,1,,,36,,mrg9wqem,,,,,107,trust,0.01,0.25,,115,,0,1,1,1,115,,0,18-24,Prefer not to say,Trade School,Cote D Ivoire,1,1,1,115,,0,No,No,22,80,1,1,1,,36,10,58,Yes,20,,18,,1,115,,0,,1,1,115,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,vr3vq4nw,,0,13,13,payment_info,PaymentInfo,39:57.5,1,,,84,,mrg9wqem,,,,,108,trust,0.01,0.25,,116,,0,1,1,1,116,,0,55-,Female,Prefer not to say,Qatar,4,1,1,116,,0,No,No,22,80,1,1,2,,84,10,58,Yes,20,,18,,1,116,,0,,1,1,116,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,ke3sl6hw,,0,13,13,payment_info,PaymentInfo,39:59.5,1,,,58,,mrg9wqem,,,,,109,trust,0.01,0.25,,117,,0,1,1,1,117,,0,45-54,Prefer not to say,High School or lower,Lebanon,6,1,1,117,,0,No,No,22,80,1,1,1,,58,20,59,No,29,,,22,1,117,,0,,1,1,117,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,xq6un5hy,,0,13,13,payment_info,PaymentInfo,40:57.5,1,,,62,,mrg9wqem,,,,,110,trust,0.01,0.25,,118,,0,1,1,1,118,,0,35-44,Other,Bachelors Degree,Cyprus,8,1,1,118,,0,No,No,22,80,1,1,2,,62,20,59,No,29,,,22,1,118,,0,,1,1,118,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,ed7da2fs,,0,13,13,payment_info,PaymentInfo,40:59.5,1,,,34,,mrg9wqem,,,,,111,trust,0.01,0.25,,119,,0,1,1,1,119,,0,25-34,Female,Ph.D. or higher,China,7,1,1,119,,0,No,No,22,80,1,1,1,,34,5,60,No,17,9,,,1,119,,0,,1,1,119,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,nr4ue0wb,,0,13,13,payment_info,PaymentInfo,41:57.5,1,,,86,,mrg9wqem,,,,,112,trust,0.01,0.25,,120,,0,1,1,1,120,,0,55-,Female,Trade School,Djibouti,7,1,1,120,,0,No,No,22,80,1,1,2,,86,5,60,No,17,9,,,1,120,,0,,1,1,120,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,sl7lb7gr,,0,13,13,payment_info,PaymentInfo,41:59.5,1,,,36,,mrg9wqem,,,,,113,trust,0.01,0.25,,121,,0,1,1,1,121,,0,25-34,Female,Bachelors Degree,Ireland,7,1,1,121,,0,No,No,22,80,1,1,1,,36,10,61,No,18,,12,,1,121,,0,,1,1,121,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,ve2gf8ui,,0,13,13,payment_info,PaymentInfo,42:57.5,1,,,84,,mrg9wqem,,,,,114,trust,0.01,0.25,,122,,0,1,1,1,122,,0,25-34,Other,Bachelors Degree,Senegal,7,1,1,122,,0,No,No,22,80,1,1,2,,84,10,61,Yes,18,,12,,1,122,,0,,1,1,122,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,cx3yi9mg,,0,13,13,payment_info,PaymentInfo,42:59.5,1,,,50,,mrg9wqem,,,,,115,trust,0.01,0.25,,123,,0,1,1,1,123,,0,35-44,Male,Masters Degree,Trinidad &amp; Tobago,3,1,1,123,,0,No,No,22,80,1,1,1,,50,20,62,No,25,,,21,1,123,,0,,1,1,123,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,ap9hv6uw,,0,13,13,payment_info,PaymentInfo,43:57.5,1,,,70,,mrg9wqem,,,,,116,trust,0.01,0.25,,124,,0,1,1,1,124,,0,45-54,Male,Trade School,Austria,6,1,1,124,,0,No,No,22,80,1,1,2,,70,20,62,Yes,25,,,21,1,124,,0,,1,1,124,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,xi4xr0ri,,0,13,13,payment_info,PaymentInfo,43:59.5,1,,,22,,mrg9wqem,,,,,117,trust,0.01,0.25,,125,,0,1,1,1,125,,0,35-44,Prefer not to say,Bachelors Degree,Greenland,5,1,1,125,,0,No,No,22,80,1,1,1,,22,5,63,Yes,14,11,,,1,125,,0,,1,1,125,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,uf3dz5pl,,0,13,13,payment_info,PaymentInfo,44:57.5,1,,,98,,mrg9wqem,,,,,118,trust,0.01,0.25,,126,,0,1,1,1,126,,0,35-44,Male,Bachelors Degree,Denmark,5,1,1,126,,0,No,No,22,80,1,1,2,,98,5,63,No,14,11,,,1,126,,0,,1,1,126,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,lu2wh8mf,,0,13,13,payment_info,PaymentInfo,44:59.5,1,,,40,,mrg9wqem,,,,,119,trust,0.01,0.25,,127,,0,1,1,1,127,,0,35-44,Prefer not to say,Trade School,Afghanistan,5,1,1,127,,0,No,No,22,80,1,1,1,,40,10,64,No,20,,13,,1,127,,0,,1,1,127,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,je1ej9hw,,0,13,13,payment_info,PaymentInfo,45:57.5,1,,,80,,mrg9wqem,,,,,120,trust,0.01,0.25,,128,,0,1,1,1,128,,0,45-54,Female,Trade School,Montserrat,7,1,1,128,,0,No,No,22,80,1,1,2,,80,10,64,Yes,20,,13,,1,128,,0,,1,1,128,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,bc4ad5vn,,0,13,13,payment_info,PaymentInfo,45:59.5,1,,,52,,mrg9wqem,,,,,121,trust,0.01,0.25,,129,,0,1,1,1,129,,0,25-34,Other,Ph.D. or higher,St Lucia,5,1,1,129,,0,No,No,22,80,1,1,1,,52,20,65,No,26,,,20,1,129,,0,,1,1,129,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,sx1ej4of,,0,13,13,payment_info,PaymentInfo,46:57.5,1,,,68,,mrg9wqem,,,,,122,trust,0.01,0.25,,130,,0,1,1,1,130,,0,55-,Other,Bachelors Degree,Netherlands Antilles,8,1,1,130,,0,No,No,22,80,1,1,2,,68,20,65,No,26,,,20,1,130,,0,,1,1,130,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,zq6jr8br,,0,13,13,payment_info,PaymentInfo,46:59.5,1,,,32,,mrg9wqem,,,,,123,trust,0.01,0.25,,131,,0,1,1,1,131,,0,35-44,Male,Trade School,Togo,3,1,1,131,,0,No,No,22,80,1,1,1,,32,5,66,No,16,9,,,1,131,,0,,1,1,131,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,as9fs3xf,,0,13,13,payment_info,PaymentInfo,47:57.5,1,,,88,,mrg9wqem,,,,,124,trust,0.01,0.25,,132,,0,1,1,1,132,,0,45-54,Female,Prefer not to say,Peru,2,1,1,132,,0,No,No,22,80,1,1,2,,88,5,66,No,16,9,,,1,132,,0,,1,1,132,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,nv4wb3he,,0,13,13,payment_info,PaymentInfo,47:59.5,1,,,20,,mrg9wqem,,,,,125,trust,0.01,0.25,,133,,0,1,1,1,133,,0,18-24,Male,Trade School,Kuwait,5,1,1,133,,0,No,No,22,80,1,1,1,,20,10,67,No,10,,10,,1,133,,0,,1,1,133,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,vl6ip5oq,,0,13,13,payment_info,PaymentInfo,48:57.5,1,,,100,,mrg9wqem,,,,,126,trust,0.01,0.25,,134,,0,1,1,1,134,,0,55-,Prefer not to say,High School or lower,Syria,7,1,1,134,,0,No,No,22,80,1,1,2,,100,10,67,No,10,,10,,1,134,,0,,1,1,134,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,ly7xc9np,,0,13,13,payment_info,PaymentInfo,48:59.5,1,,,48,,mrg9wqem,,,,,127,trust,0.01,0.25,,135,,0,1,1,1,135,,0,18-24,Female,Prefer not to say,Finland,8,1,1,135,,0,No,No,22,80,1,1,1,,48,20,68,No,24,,,23,1,135,,0,,1,1,135,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,no9gl8ln,,0,13,13,payment_info,PaymentInfo,49:57.5,1,,,72,,mrg9wqem,,,,,128,trust,0.01,0.25,,136,,0,1,1,1,136,,0,Prefer not to say,Male,Prefer not to say,Belize,6,1,1,136,,0,No,No,22,80,1,1,2,,72,20,68,No,24,,,23,1,136,,0,,1,1,136,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,kr3bh9ml,,0,13,13,payment_info,PaymentInfo,49:59.5,1,,,28,,mrg9wqem,,,,,129,trust,0.01,0.25,,137,,0,1,1,1,137,,0,55-,Prefer not to say,Trade School,Lesotho,6,1,1,137,,0,No,No,22,80,1,1,1,,28,5,69,No,14,7,,,1,137,,0,,1,1,137,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,kh9fg5iv,,0,13,13,payment_info,PaymentInfo,50:57.5,1,,,92,,mrg9wqem,,,,,130,trust,0.01,0.25,,138,,0,1,1,1,138,,0,18-24,Other,Bachelors Degree,Iraq,6,1,1,138,,0,No,No,22,80,1,1,2,,92,5,69,No,14,7,,,1,138,,0,,1,1,138,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,ui3wi9gt,,0,13,13,payment_info,PaymentInfo,50:59.5,1,,,34,,mrg9wqem,,,,,131,trust,0.01,0.25,,139,,0,1,1,1,139,,0,25-34,Prefer not to say,Trade School,Montenegro,3,1,1,139,,0,No,No,22,80,1,1,1,,34,10,70,No,17,,13,,1,139,,0,,1,1,139,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,tb7ve6if,,0,13,13,payment_info,PaymentInfo,51:57.5,1,,,86,,mrg9wqem,,,,,132,trust,0.01,0.25,,140,,0,1,1,1,140,,0,35-44,Male,High School or lower,Isle of Man,6,1,1,140,,0,No,No,22,80,1,1,2,,86,10,70,No,17,,13,,1,140,,0,,1,1,140,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,av7pq5ub,,0,13,13,payment_info,PaymentInfo,51:59.5,1,,,42,,mrg9wqem,,,,,133,trust,0.01,0.25,,141,,0,1,1,1,141,,0,18-24,Male,Prefer not to say,Jersey,5,1,1,141,,0,No,No,22,80,1,1,1,,42,20,71,No,21,,,20,1,141,,0,,1,1,141,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,vm3jg2gf,,0,13,13,payment_info,PaymentInfo,52:57.5,1,,,78,,mrg9wqem,,,,,134,trust,0.01,0.25,,142,,0,1,1,1,142,,0,25-34,Male,Masters Degree,French Polynesia,4,1,1,142,,0,No,No,22,80,1,1,2,,78,20,71,Yes,21,,,20,1,142,,0,,1,1,142,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,wk5eg6zl,,0,13,13,payment_info,PaymentInfo,52:59.5,1,,,10,,mrg9wqem,,,,,135,trust,0.01,0.25,,143,,0,1,1,1,143,,0,Prefer not to say,Other,Bachelors Degree,Latvia,7,1,1,143,,0,No,No,22,80,1,1,1,,10,5,72,Yes,8,5,,,1,143,,0,,1,1,143,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,uk2jd1yq,,0,13,13,payment_info,PaymentInfo,53:57.5,1,,,110,,mrg9wqem,,,,,136,trust,0.01,0.25,,144,,0,1,1,1,144,,0,25-34,Prefer not to say,Ph.D. or higher,Japan,8,1,1,144,,0,No,No,22,80,1,1,2,,110,5,72,No,8,5,,,1,144,,0,,1,1,144,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,be5hs0hw,,0,13,13,payment_info,PaymentInfo,53:59.5,1,,,38,,mrg9wqem,,,,,137,trust,0.01,0.25,,145,,0,1,1,1,145,,0,25-34,Female,Trade School,Mali,7,1,1,145,,0,No,No,22,80,1,1,1,,38,10,73,No,19,,15,,1,145,,0,,1,1,145,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,tm8wg0qw,,0,13,13,payment_info,PaymentInfo,54:57.5,1,,,82,,mrg9wqem,,,,,138,trust,0.01,0.25,,146,,0,1,1,1,146,,0,25-34,Female,High School or lower,New Zealand,2,1,1,146,,0,No,No,22,80,1,1,2,,82,10,73,No,19,,15,,1,146,,0,,1,1,146,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,vx3sv6uw,,0,13,13,payment_info,PaymentInfo,54:59.5,1,,,40,,mrg9wqem,,,,,139,trust,0.01,0.25,,147,,0,1,1,1,147,,0,25-34,Prefer not to say,High School or lower,Bermuda,8,1,1,147,,0,No,No,22,80,1,1,1,,40,20,74,Yes,25,,,20,1,147,,0,,1,1,147,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,pz9as8cz,,0,13,13,payment_info,PaymentInfo,55:57.5,1,,,80,,mrg9wqem,,,,,140,trust,0.01,0.25,,148,,0,1,1,1,148,,0,55-,Female,Trade School,Netherlands,5,1,1,148,,0,No,No,22,80,1,1,2,,80,20,74,Yes,25,,,20,1,148,,0,,1,1,148,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,ds7du0vy,,0,13,13,payment_info,PaymentInfo,55:59.5,1,,,26,,mrg9wqem,,,,,141,trust,0.01,0.25,,149,,0,1,1,1,149,,0,18-24,Prefer not to say,Prefer not to say,Greece,5,1,1,149,,0,No,No,22,80,1,1,1,,26,5,75,No,13,15,,,1,149,,0,,1,1,149,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,cf6wh8ld,,0,13,13,payment_info,PaymentInfo,56:57.5,1,,,94,,mrg9wqem,,,,,142,trust,0.01,0.25,,150,,0,1,1,1,150,,0,25-34,Other,Bachelors Degree,New Zealand,7,1,1,150,,0,No,No,22,80,1,1,2,,94,5,75,No,13,15,,,1,150,,0,,1,1,150,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,uf6nv7fj,,0,13,13,payment_info,PaymentInfo,56:59.5,1,,,42,,mrg9wqem,,,,,143,trust,0.01,0.25,,151,,0,1,1,1,151,,0,18-24,Other,Masters Degree,Greece,1,1,1,151,,0,No,No,22,80,1,1,1,,42,10,76,No,21,,15,,1,151,,0,,1,1,151,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,kx7ut5vs,,0,13,13,payment_info,PaymentInfo,57:57.5,1,,,78,,mrg9wqem,,,,,144,trust,0.01,0.25,,152,,0,1,1,1,152,,0,Prefer not to say,Other,Trade School,Belize,1,1,1,152,,0,No,No,22,80,1,1,2,,78,10,76,No,21,,15,,1,152,,0,,1,1,152,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,hi4uo7cg,,0,13,13,payment_info,PaymentInfo,57:59.5,1,,,44,,mrg9wqem,,,,,145,trust,0.01,0.25,,153,,0,1,1,1,153,,0,Prefer not to say,Other,Masters Degree,Singapore,3,1,1,153,,0,No,No,22,80,1,1,1,,44,20,77,Yes,28,,,22,1,153,,0,,1,1,153,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,fj0ow0fm,,0,13,13,payment_info,PaymentInfo,58:57.5,1,,,76,,mrg9wqem,,,,,146,trust,0.01,0.25,,154,,0,1,1,1,154,,0,18-24,Other,High School or lower,Bosnia &amp; Herzegovina,7,1,1,154,,0,No,No,22,80,1,1,2,,76,20,77,No,28,,,22,1,154,,0,,1,1,154,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,ag8qq0qv,,0,13,13,payment_info,PaymentInfo,58:59.5,1,,,32,,mrg9wqem,,,,,147,trust,0.01,0.25,,155,,0,1,1,1,155,,0,Prefer not to say,Other,Trade School,Timor L'Este,7,1,1,155,,0,No,No,22,80,1,1,1,,32,5,78,No,16,9,,,1,155,,0,,1,1,155,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,sv6lc6jm,,0,13,13,payment_info,PaymentInfo,59:57.5,1,,,88,,mrg9wqem,,,,,148,trust,0.01,0.25,,156,,0,1,1,1,156,,0,18-24,Prefer not to say,Ph.D. or higher,Andorra,2,1,1,156,,0,No,No,22,80,1,1,2,,88,5,78,No,16,9,,,1,156,,0,,1,1,156,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,dl3wl5ds,,0,13,13,payment_info,PaymentInfo,59:59.5,1,,,24,,mrg9wqem,,,,,149,trust,0.01,0.25,,157,,0,1,1,1,157,,0,35-44,Male,Prefer not to say,Yemen,8,1,1,157,,0,No,No,22,80,1,1,1,,24,10,79,Yes,10,,12,,1,157,,0,,1,1,157,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,ti1wx6wp,,0,13,13,payment_info,PaymentInfo,00:57.5,1,,,96,,mrg9wqem,,,,,150,trust,0.01,0.25,,158,,0,1,1,1,158,,0,35-44,Prefer not to say,Ph.D. or higher,Yemen,8,1,1,158,,0,No,No,22,80,1,1,2,,96,10,79,No,10,,12,,1,158,,0,,1,1,158,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,ac0fr7mu,,0,13,13,payment_info,PaymentInfo,00:59.5,1,,,44,,mrg9wqem,,,,,151,trust,0.01,0.25,,159,,0,1,1,1,159,,0,55-,Female,Prefer not to say,Anguilla,3,1,1,159,,0,No,No,22,80,1,1,1,,44,20,80,No,22,,,22,1,159,,0,,1,1,159,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,mi1cb5ze,,0,13,13,payment_info,PaymentInfo,01:57.5,1,,,76,,mrg9wqem,,,,,152,trust,0.01,0.25,,160,,0,1,1,1,160,,0,25-34,Female,Masters Degree,Thailand,8,1,1,160,,0,No,No,22,80,1,1,2,,76,20,80,No,22,,,22,1,160,,0,,1,1,160,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,vh3ws2vn,,0,13,13,payment_info,PaymentInfo,01:59.5,1,,,28,,mrg9wqem,,,,,153,trust,0.01,0.25,,161,,0,1,1,1,161,,0,25-34,Female,Trade School,Ukraine,2,1,1,161,,0,No,No,22,80,1,1,1,,28,5,81,No,14,8,,,1,161,,0,,1,1,161,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,zw6cy2sc,,0,13,13,payment_info,PaymentInfo,02:57.5,1,,,92,,mrg9wqem,,,,,154,trust,0.01,0.25,,162,,0,1,1,1,162,,0,35-44,Male,Trade School,Virgin Islands (US),2,1,1,162,,0,No,No,22,80,1,1,2,,92,5,81,No,14,8,,,1,162,,0,,1,1,162,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,bz4bu6ok,,0,13,13,payment_info,PaymentInfo,02:59.5,1,,,26,,mrg9wqem,,,,,155,trust,0.01,0.25,,163,,0,1,1,1,163,,0,55-,Other,Masters Degree,New Zealand,6,1,1,163,,0,No,No,22,80,1,1,1,,26,10,82,No,13,,12,,1,163,,0,,1,1,163,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,cz8pb6gv,,0,13,13,payment_info,PaymentInfo,03:57.5,1,,,94,,mrg9wqem,,,,,156,trust,0.01,0.25,,164,,0,1,1,1,164,,0,35-44,Prefer not to say,Ph.D. or higher,Turkey,1,1,1,164,,0,No,No,22,80,1,1,2,,94,10,82,No,13,,12,,1,164,,0,,1,1,164,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,kf5yd1vl,,0,13,13,payment_info,PaymentInfo,03:59.5,1,,,52,,mrg9wqem,,,,,157,trust,0.01,0.25,,165,,0,1,1,1,165,,0,35-44,Male,Ph.D. or higher,Falkland Islands,2,1,1,165,,0,No,No,22,80,1,1,1,,52,20,83,No,26,,,21,1,165,,0,,1,1,165,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,zs0do0kr,,0,13,13,payment_info,PaymentInfo,04:57.5,1,,,68,,mrg9wqem,,,,,158,trust,0.01,0.25,,166,,0,1,1,1,166,,0,55-,Male,Prefer not to say,Chad,4,1,1,166,,0,No,No,22,80,1,1,2,,68,20,83,No,26,,,21,1,166,,0,,1,1,166,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,ui9cg7qr,,0,13,13,payment_info,PaymentInfo,04:59.5,1,,,36,,mrg9wqem,,,,,159,trust,0.01,0.25,,167,,0,1,1,1,167,,0,Prefer not to say,Other,Ph.D. or higher,Kyrgyz Republic,1,1,1,167,,0,No,No,22,80,1,1,1,,36,5,84,No,18,11,,,1,167,,0,,1,1,167,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,ic9hu6po,,0,13,13,payment_info,PaymentInfo,05:57.5,1,,,84,,mrg9wqem,,,,,160,trust,0.01,0.25,,168,,0,1,1,1,168,,0,55-,Prefer not to say,High School or lower,Palestine,2,1,1,168,,0,No,No,22,80,1,1,2,,84,5,84,Yes,18,11,,,1,168,,0,,1,1,168,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,ar2ve4ea,,0,13,13,payment_info,PaymentInfo,05:59.5,1,,,42,,mrg9wqem,,,,,161,trust,0.01,0.25,,169,,0,1,1,1,169,,0,Prefer not to say,Prefer not to say,Ph.D. or higher,Papua New Guinea,1,1,1,169,,0,No,No,22,80,1,1,1,,42,10,85,No,21,,13,,1,169,,0,,1,1,169,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,sw1ol8ty,,0,13,13,payment_info,PaymentInfo,06:57.5,1,,,78,,mrg9wqem,,,,,162,trust,0.01,0.25,,170,,0,1,1,1,170,,0,25-34,Prefer not to say,Prefer not to say,Kazakhstan,8,1,1,170,,0,No,No,22,80,1,1,2,,78,10,85,Yes,21,,13,,1,170,,0,,1,1,170,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
